x1,x2,x3,x4,x5,y
0.8039744264872388,-0.8530292377039733,1.0,1.0,-1.0,0
-0.7672784142905325,-0.44583057083390853,-1.0,-1.0,-1.0,1
-0.31883899152099826,-0.8462738205171709,1.0,-1.0,1.0,1
0.17049975425319963,-0.44651620915445,1.0,1.0,1.0,0
-0.8588122067087279,-0.6300272780437459,1.0,-1.0,-1.0,1
0.7374971237165084,-0.33358395207281233,1.0,1.0,1.0,0
-0.12457049504438678,0.6274571259978146,1.0,-1.0,1.0,0
0.23183009169735191,-0.7070412980619813,1.0,1.0,-1.0,0
-0.24775447601056388,-0.46453059336025315,-1.0,1.0,-1.0,1
0.12922641251125588,-0.4320671752096771,1.0,1.0,-1.0,0
0.7166305064198712,-0.5712483225081129,-1.0,1.0,1.0,0
-0.39782124425687715,0.0580673169496686,-1.0,1.0,-1.0,0
0.9517707039659118,0.570597361436729,-1.0,-1.0,-1.0,1
0.39766663326469986,-0.41496006566681287,-1.0,1.0,1.0,0
0.7103166289687477,0.966688992523812,1.0,1.0,1.0,1
0.86313698118175,0.6915315407304075,1.0,1.0,1.0,1
0.5524418293120259,-0.5004868967080144,1.0,-1.0,1.0,0
0.34560531721833065,0.5104093417924103,-1.0,-1.0,-1.0,1
-0.21487019778240402,0.9474301936455869,-1.0,1.0,-1.0,0
0.3243403720006577,0.6283212148944493,1.0,-1.0,-1.0,1
0.18377469135043856,-0.9626734925953326,1.0,-1.0,1.0,0
-0.2991634422875409,-0.06878296930286476,1.0,1.0,1.0,1
0.7469739472761969,0.1960922130807683,1.0,-1.0,1.0,1
0.1008023855522231,0.2360043856461298,1.0,-1.0,1.0,1
-0.12137640344967748,-0.5408591570832746,-1.0,-1.0,1.0,1
-0.7870829571253241,0.19790724280153604,1.0,1.0,-1.0,0
0.4445595063890293,0.9960575136229401,-1.0,1.0,1.0,1
0.31557435813393275,0.4974143834437914,1.0,1.0,-1.0,1
-0.21419745018552017,0.3843803670596333,1.0,-1.0,-1.0,0
0.6183531018966166,-0.7070821569292915,-1.0,1.0,1.0,0
-0.8355314783110408,0.7529778348120493,-1.0,1.0,1.0,0
0.7698409901512357,0.30550836891029687,-1.0,1.0,1.0,1
-0.6202727531164185,0.23302069747050846,-1.0,-1.0,-1.0,0
0.9454308667591935,-0.9134270809066477,-1.0,1.0,1.0,0
-0.8400535083171417,0.10169938637952147,1.0,-1.0,-1.0,0
0.006976996210013908,-0.7957041964965884,-1.0,1.0,1.0,1
-0.5969129492087808,0.42152246486440803,-1.0,1.0,-1.0,0
-0.3833736041816851,-0.5694659455468865,1.0,1.0,1.0,1
0.8813556793506996,0.16366251080342176,1.0,-1.0,-1.0,1
0.2506941459483172,0.6151577350425663,-1.0,1.0,1.0,1
0.2400354031921328,0.7197888365467102,-1.0,1.0,-1.0,1
0.28864624041054543,0.9434461780982164,-1.0,1.0,1.0,1
-0.3704099400282729,0.3027711718399999,-1.0,-1.0,1.0,0
0.022835868002533788,-0.49071438685328317,1.0,-1.0,-1.0,1
-0.24708716734506475,-0.5299755135555534,1.0,1.0,-1.0,1
0.14533318054875988,0.6760724374797293,1.0,1.0,1.0,1
0.022793400161616795,0.42142361361399905,-1.0,1.0,1.0,1
0.2815782156074229,-0.21666750103288668,1.0,1.0,-1.0,0
-0.37377431993943444,-0.2915282899398819,-1.0,1.0,1.0,1
-0.9835301191533131,0.878334536169767,1.0,1.0,1.0,0
0.05447037752369388,-0.22346228711544613,-1.0,1.0,-1.0,0
-0.7936114712426544,0.9279177885021579,1.0,-1.0,-1.0,0
-0.2742048363879038,-0.08281911459915492,1.0,-1.0,1.0,1
0.3058796987183432,0.5907004938789187,-1.0,-1.0,1.0,1
-0.5039858947964311,0.7110462153873609,1.0,1.0,1.0,0
0.029500594761862065,0.8223712399562386,-1.0,-1.0,-1.0,1
-0.03650683356290629,-0.28374890792183716,1.0,-1.0,-1.0,1
-0.8792734114703458,-0.2500627366688387,-1.0,1.0,1.0,1
0.4074387678785154,0.5242505443449785,1.0,1.0,1.0,1
-0.1689526746281126,0.9934223824897626,-1.0,1.0,1.0,0
-0.9182885408258336,-0.074611925132396,-1.0,1.0,1.0,1
0.8550365979249528,0.44784054690917174,1.0,-1.0,-1.0,1
0.13973849150681739,-0.9204564188334406,-1.0,1.0,-1.0,0
0.23198722642290326,-0.4123177147669136,1.0,1.0,-1.0,0
0.14076918687362494,0.6757301193878287,1.0,-1.0,-1.0,1
-0.016340756884460017,-0.22584817683649383,1.0,-1.0,1.0,1
0.6513327865041285,-0.048184355660636724,-1.0,-1.0,-1.0,0
-0.5334544340359321,-0.6936232221676859,-1.0,-1.0,1.0,1
0.6874815165132517,0.6621170343144289,-1.0,1.0,-1.0,1
0.5307743176022715,0.10691854890453834,1.0,-1.0,1.0,1
-0.5787523954846765,-0.26723903762582035,-1.0,-1.0,-1.0,1
0.9515146480405394,0.12474412293139725,1.0,-1.0,1.0,1
0.558751039567108,-0.32735542766885517,-1.0,1.0,-1.0,0
0.14871195650789581,0.2172304870027406,-1.0,1.0,1.0,1
0.05832980348920702,-0.028827991894404215,-1.0,1.0,1.0,1
-0.1322067968890075,0.2114406321931439,1.0,1.0,-1.0,0
0.8406903036304878,-0.017233971085502287,-1.0,1.0,-1.0,0
0.10892771881263053,0.3370938611151495,1.0,1.0,-1.0,1
0.213445452487935,0.4295377246029384,1.0,-1.0,-1.0,1
0.4472704837100512,-0.13781216949809982,-1.0,-1.0,-1.0,0
-0.7149450863151379,-0.037987259202070245,-1.0,-1.0,-1.0,1
-0.6005363703416973,0.3229814691093089,1.0,1.0,1.0,0
0.3348560049529077,-0.6732876262606098,-1.0,1.0,1.0,0
-0.3286052675792166,0.8676473570557144,1.0,-1.0,-1.0,0
-0.2784496694649854,-0.35289372665753604,1.0,1.0,1.0,1
-0.8184615817185455,-0.032342717561162804,1.0,1.0,-1.0,1
0.5947402560272874,0.9658148873353416,-1.0,1.0,-1.0,1
0.8077068716959874,0.2140328868532111,-1.0,1.0,1.0,1
0.6909560162244288,0.7207421103119125,-1.0,-1.0,-1.0,1
0.2717604398336053,-0.1564768769049537,-1.0,-1.0,-1.0,0
0.994896393418572,0.8356237754012934,-1.0,-1.0,1.0,1
-0.7508403878237316,-0.7953736626319449,1.0,-1.0,-1.0,1
0.46254455543508577,-0.7199670475489743,-1.0,1.0,1.0,0
-0.4568897939229877,0.08206315605608827,-1.0,1.0,1.0,0
-0.8486515816479017,0.16777561170867616,-1.0,-1.0,-1.0,0
-0.6288297107915025,-0.91563874108389,-1.0,1.0,-1.0,1
0.9346582049094794,-0.810883778073589,-1.0,1.0,1.0,0
0.42738629346883794,-0.5045217170394154,-1.0,-1.0,-1.0,0
0.8917846944768522,-0.08273209247482527,-1.0,1.0,1.0,0
0.9435165190637209,-0.260705045203543,-1.0,1.0,-1.0,0
0.15799371623337533,-0.38033390642306697,1.0,-1.0,-1.0,0
0.7050729271787379,-0.9183851105783876,-1.0,1.0,1.0,0
-0.5485425374753702,-0.6217037694729455,-1.0,-1.0,1.0,1
0.3115508952926149,-0.6579005719489865,-1.0,-1.0,1.0,0
0.2655181732432499,0.4042927541903425,1.0,-1.0,1.0,1
-0.7365445082404883,0.039240457793578765,1.0,1.0,-1.0,0
0.053593982041407084,-0.6958627630202946,-1.0,-1.0,-1.0,0
-0.1851807182499402,0.9483814612438983,1.0,1.0,-1.0,0
-0.17605504803079175,-0.6444109571891211,1.0,1.0,-1.0,1
0.2831351705558318,-0.7960856978495834,1.0,-1.0,1.0,0
-0.15164265398503773,-0.35661367658111065,-1.0,-1.0,-1.0,1
0.6842618150420976,0.8366594279714163,-1.0,-1.0,1.0,1
0.7301866541522615,0.34026270684253834,1.0,1.0,1.0,1
-0.6624867273782404,0.7886404139302363,-1.0,1.0,1.0,0
0.3905148695524727,-0.472021131931319,-1.0,1.0,1.0,0
-0.5168701839047593,-0.18954247557559223,1.0,-1.0,-1.0,1
0.4476181298642228,0.27676233839528996,1.0,-1.0,-1.0,1
-0.9303836766911507,-0.6372205207770403,-1.0,-1.0,-1.0,1
-0.5441146550901756,-0.08549073736359225,1.0,-1.0,-1.0,1
0.2213597869751862,0.1885204190724119,-1.0,1.0,1.0,1
-0.2018850676748032,-0.2448533609043151,-1.0,-1.0,-1.0,1
0.3515883884704718,-0.04681754357057655,-1.0,-1.0,-1.0,0
-0.35916240362921525,0.2743338517679539,1.0,1.0,-1.0,0
-0.6946668474303872,-0.24043457534044854,1.0,-1.0,-1.0,1
0.8477126461953655,-0.7887295091340067,1.0,-1.0,-1.0,0
-0.8808966599139247,0.8822721348965452,-1.0,1.0,1.0,0
-0.44491170435336225,-0.13465669869740005,-1.0,-1.0,1.0,1
0.9132492995506547,-0.41109017084527655,-1.0,1.0,1.0,0
-0.5042005241392395,0.45265701782964163,1.0,1.0,-1.0,0
-0.16868167711312232,0.2607363396246747,-1.0,-1.0,-1.0,0
-0.29580057850639907,-0.5655783942683892,1.0,1.0,1.0,1
0.21476283260380602,0.22102429198516682,-1.0,1.0,1.0,1
-0.7765918251713005,-0.5307667112053747,-1.0,1.0,-1.0,1
-0.9169875525136102,0.21505141024381946,-1.0,1.0,1.0,0
0.08323681924111659,-0.2830610221081654,-1.0,1.0,-1.0,0
-0.4414602613987839,0.02142324355299685,-1.0,-1.0,1.0,0
-0.4306795301897163,0.7325827254838537,-1.0,-1.0,1.0,0
-0.772139316217222,-0.8198305667056246,1.0,-1.0,1.0,1
0.9699103710353336,-0.8638407043617762,-1.0,-1.0,-1.0,0
-0.7493366195969757,0.32588045079775907,-1.0,-1.0,-1.0,0
0.32596016765925806,0.5282512273311406,1.0,-1.0,-1.0,1
0.2112714697810456,-0.1913179830399261,-1.0,1.0,-1.0,0
-0.3814145935165075,-0.5147501327898686,-1.0,1.0,-1.0,1
0.8411771047789509,-0.22498428826338301,-1.0,1.0,1.0,0
0.3884972506319353,0.9506766696563302,-1.0,1.0,1.0,1
-0.21619712298301774,0.030080905827181592,1.0,1.0,1.0,0
0.3496621471133452,-0.8417604546504045,-1.0,-1.0,-1.0,0
0.3526686203850966,0.39490875717731533,-1.0,1.0,1.0,1
-0.7506276399542864,-0.8326535840543343,1.0,-1.0,1.0,1
-0.37756920177046194,-0.3202363657902346,-1.0,-1.0,1.0,1
-0.914199606621536,-0.022903113224491678,-1.0,1.0,1.0,1
-0.5546465389326394,0.08035218407506473,-1.0,1.0,-1.0,0
-0.5223372317366499,-0.9743321491844847,-1.0,1.0,-1.0,1
0.5381156930018454,0.6422363157272064,1.0,-1.0,1.0,1
-0.42494461230461544,-0.872265138529878,1.0,1.0,1.0,1
-0.007473926857060276,-0.19437954857288164,-1.0,-1.0,1.0,1
-0.127884840001539,0.0956214161442901,1.0,1.0,1.0,0
-0.9619615629990504,-0.6840488494505779,1.0,1.0,-1.0,1
0.40499586273639987,0.5899838013758916,1.0,-1.0,1.0,1
-0.11475896410385222,-0.03552179829834046,1.0,-1.0,-1.0,1
-0.5170207635079,0.9181126720418198,-1.0,1.0,1.0,0
0.18577627336641056,0.7269745520169879,-1.0,1.0,-1.0,1
-0.2734996413670333,-0.023779701239096895,1.0,1.0,1.0,1
-0.15533456784392208,-0.36939510897175953,-1.0,-1.0,1.0,1
0.9206776903439111,0.850437349284773,-1.0,1.0,-1.0,1
-0.7561153358676858,0.03331908128378536,-1.0,-1.0,1.0,0
0.287776691130337,0.43424797418607053,1.0,1.0,-1.0,1
0.7375444327162206,-0.3293013784385854,-1.0,1.0,1.0,0
0.5563679154993046,0.008916961039292515,1.0,1.0,-1.0,1
0.18238645565327438,-0.7435939584205487,1.0,1.0,-1.0,0
-0.6573754643333907,-0.10056631827811302,1.0,-1.0,1.0,1
0.027149981439855697,0.9663665263394201,1.0,1.0,1.0,1
0.8905635802376826,-0.4673191263626669,-1.0,1.0,-1.0,0
-0.30861989825086267,-0.7445800418307884,1.0,-1.0,-1.0,1
-0.6321718155335024,-0.7275545267395758,1.0,-1.0,1.0,1
-0.053114799993850936,-0.813110158650799,-1.0,1.0,1.0,1
-0.42234687469067667,0.13186550264786168,-1.0,-1.0,1.0,0
-0.4702996873953488,-0.6140491484435981,-1.0,-1.0,-1.0,1
-0.6827463681931133,0.7742345568073294,1.0,1.0,1.0,0
0.9207815509403787,-0.4675556417383444,-1.0,1.0,-1.0,0
-0.1647255233176118,-0.7674686033453876,-1.0,1.0,-1.0,1
0.49515132528223993,0.15945666983947238,-1.0,1.0,1.0,1
0.7317559608390458,-0.3748709089140979,-1.0,1.0,-1.0,0
0.836094244788669,0.6287830855920831,1.0,-1.0,-1.0,1
0.604122859685073,0.3939749095747638,-1.0,-1.0,-1.0,1
-0.0361147776282974,0.5443816701923396,-1.0,-1.0,-1.0,0
-0.9150610439890567,0.07241620718251873,1.0,-1.0,1.0,0
0.2581023700463698,-0.2935474053742949,-1.0,1.0,-1.0,0
0.0037879024354467994,0.7077956934172247,-1.0,1.0,1.0,0
-0.13054697131129134,0.576378747999658,-1.0,-1.0,-1.0,0
0.4250824256634542,-0.7512276091967351,-1.0,-1.0,-1.0,0
0.9069416785507975,-0.8500486584693088,1.0,1.0,1.0,0
0.9652740948572549,-0.8280285612118377,-1.0,-1.0,1.0,0
0.06171548597944887,0.46142184804576103,-1.0,1.0,1.0,1
0.8710354487867122,0.1760309963040494,1.0,-1.0,-1.0,1
-0.8737965246808236,0.578705777780983,1.0,1.0,1.0,0
-0.32614755636821713,0.7382921550106889,1.0,-1.0,1.0,0
0.8910397840263042,0.84824274696833,1.0,1.0,1.0,1
-0.8292983247891818,-0.20960275447454002,-1.0,1.0,1.0,1
0.570407258595778,-0.08127245924275739,-1.0,1.0,1.0,0
-0.44027223649269787,0.19077389249599808,-1.0,1.0,1.0,0
-0.680557039560417,0.1524748312658153,-1.0,-1.0,1.0,0
-0.6580282199684937,0.8603327199348525,1.0,-1.0,-1.0,0
0.5339131804438131,-0.13172019962685,-1.0,1.0,1.0,0
0.561722351058572,-0.7658501601042009,-1.0,1.0,-1.0,0
-0.4049438220399232,-0.01654480490666066,1.0,1.0,1.0,1
-0.7299329441993037,-0.7090618642564711,1.0,-1.0,1.0,1
0.6996986265687186,0.9143530811966714,1.0,1.0,1.0,1
0.02764443126761429,0.09937011705136567,1.0,-1.0,-1.0,1
0.23263936288338005,-0.23650977002285467,1.0,1.0,-1.0,0
0.32671739339167805,0.6592251026509923,-1.0,1.0,1.0,1
0.40380960231019714,-0.9513909924063385,-1.0,-1.0,1.0,0
0.39043333597341534,-0.2765694796608832,-1.0,-1.0,-1.0,0
-0.34255760838337723,-0.7360799403821237,1.0,1.0,1.0,1
-0.5678115592453811,0.7103828471859366,1.0,1.0,1.0,0
-0.8072738587766799,0.41176512896617834,1.0,1.0,1.0,0
0.27647141339564274,0.6193536824715593,1.0,1.0,1.0,1
-0.8844205932570341,-0.12653730668543628,-1.0,-1.0,-1.0,1
-0.47798049788107067,-0.5254782520926007,-1.0,1.0,-1.0,1
0.9184383696580265,0.8020132464688499,-1.0,1.0,1.0,1
-0.34658858957545824,0.30730437370846997,-1.0,-1.0,-1.0,0
0.3350096869970185,-0.10287703762957967,-1.0,-1.0,-1.0,0
-0.3035032059732362,-0.47832384286277685,1.0,-1.0,1.0,1
0.14105484838124682,-0.5991121039334801,1.0,1.0,1.0,0
0.6194195134567673,-0.1617885097446523,1.0,-1.0,1.0,0
-0.0816513189026209,-0.1908025253185549,-1.0,-1.0,-1.0,1
-0.6318113819802997,0.5763754885873953,-1.0,1.0,1.0,0
-0.22445279984286215,0.5028220426395125,-1.0,1.0,1.0,0
-0.26566790121455375,0.374995994813464,-1.0,1.0,-1.0,0
0.5623525007892578,-0.9725696935570556,1.0,1.0,-1.0,0
-0.9906362272353574,0.36679058894323724,-1.0,1.0,1.0,0
-0.8889160519391781,-0.7331143708950475,1.0,-1.0,-1.0,1
-0.680727816476534,-0.9774842386785696,-1.0,1.0,-1.0,1
0.8870748033777174,-0.7496652387434111,-1.0,-1.0,1.0,0
0.15411269325793575,0.6787495940291568,1.0,1.0,1.0,1
-0.8869374499170647,-0.3630293655164367,-1.0,1.0,1.0,1
-0.14643142109553287,0.16809591240790311,-1.0,1.0,-1.0,0
0.9005763391641852,0.43026722764314984,1.0,-1.0,-1.0,1
-0.47657517038094754,0.8777839420937192,-1.0,-1.0,-1.0,0
0.24813798116710428,-0.3461254105788021,-1.0,-1.0,1.0,0
0.930844303054398,0.21238641624966137,1.0,-1.0,1.0,1
-0.855840264147157,0.9375104796248361,-1.0,-1.0,1.0,0
0.9186858415486832,0.2772054862803557,1.0,1.0,1.0,1
0.26853501092926946,0.7110014960877009,1.0,-1.0,-1.0,1
0.7764427311673241,-0.9908875574981361,-1.0,-1.0,-1.0,0
-0.5234061018613541,0.5801277693975433,-1.0,-1.0,1.0,0
0.773688047498067,-0.10075245147425071,-1.0,-1.0,1.0,0
-0.7165695614754115,0.8540762681204805,-1.0,-1.0,-1.0,0
-0.21618696387821468,-0.7002247641335351,-1.0,1.0,-1.0,1
0.16426898764559583,0.3852771116308287,1.0,1.0,1.0,1
0.9009283870003308,-0.9425702540366525,1.0,1.0,1.0,0
0.8133295305571762,0.4210175347923235,-1.0,-1.0,1.0,1
-0.15548411051384436,0.4158563415344365,-1.0,1.0,-1.0,0
0.21170634333075444,0.1742952992417055,-1.0,1.0,-1.0,1
0.6554511013235196,0.9203645426514211,-1.0,-1.0,-1.0,1
-0.09568083629694468,0.6613442176085056,1.0,1.0,1.0,0
0.5296622289152471,-0.4374018659714245,-1.0,1.0,1.0,0
-0.5521211079787296,0.9050599812832267,1.0,1.0,-1.0,0
0.9971462837913272,-0.030368057119550262,-1.0,1.0,-1.0,0
-0.27563417333168494,-0.9377763579580471,1.0,-1.0,1.0,1
1.0,-0.10777200852000124,-1.0,1.0,-1.0,0
0.08693285948578744,0.09270080672258496,-1.0,1.0,-1.0,1
0.20890596119313232,0.8648109585342976,-1.0,-1.0,1.0,1
0.8615896128945038,0.5200198044092885,1.0,-1.0,-1.0,1
0.8649015524288377,0.27737891408186166,1.0,1.0,-1.0,1
-0.7212845957452704,0.28456045014146847,-1.0,1.0,-1.0,0
-0.9300314090267959,-0.15634826963581083,1.0,-1.0,-1.0,1
0.34022179825890997,-0.4109286689824858,-1.0,1.0,1.0,0
0.23739878887085397,0.964196080515358,1.0,1.0,-1.0,1
-0.9344264599024833,-0.39047887829121586,1.0,1.0,-1.0,1
-0.43653624837804395,0.7135662332657886,-1.0,-1.0,1.0,0
0.018428601261918143,0.0189133018394696,-1.0,-1.0,-1.0,1
-0.9067281598922978,0.5847809501772461,1.0,1.0,1.0,0
-0.4665541402976694,-0.788939435853688,1.0,-1.0,-1.0,1
0.4673777577340772,-0.09602011499762442,1.0,-1.0,-1.0,0
-0.7990592298851643,0.2555011465600463,1.0,1.0,-1.0,0
0.5034945137458406,0.11940558172939375,-1.0,-1.0,1.0,1
0.2613885486512739,-0.275473466035038,-1.0,1.0,-1.0,0
-0.6334324962099269,0.9079738630259131,-1.0,-1.0,-1.0,0
0.5101423274904553,-0.5182417547048805,1.0,1.0,-1.0,0
0.08560236218635908,0.7694624276827735,-1.0,-1.0,1.0,1
-0.21588260688101724,-0.04094267500126658,1.0,-1.0,1.0,1
0.28151372776328176,-0.3165890846214514,1.0,1.0,-1.0,0
-0.9295895245770271,-0.6336114402227497,-1.0,1.0,1.0,1
0.7149842691115094,-0.673362934160256,-1.0,1.0,-1.0,0
0.2803057471710597,0.4958119923335196,-1.0,1.0,-1.0,1
0.7202187107243825,-0.1801794956358055,-1.0,-1.0,-1.0,0
0.2896259280790734,-0.8704160141777456,-1.0,1.0,-1.0,0
-0.05627244077797533,-0.23312314309583038,1.0,1.0,-1.0,1
-0.5312320673657156,-0.19372441682561803,-1.0,-1.0,1.0,1
-0.09826005454849562,-0.2877075078592277,-1.0,-1.0,-1.0,1
-0.9913532093118675,0.9673818065355537,-1.0,-1.0,-1.0,0
0.5130384691909973,-0.12453416114609195,1.0,1.0,-1.0,0
0.840163379663931,0.05531726052965413,1.0,-1.0,-1.0,1
0.25033037318472284,0.35143359861522616,-1.0,1.0,-1.0,1
-0.5679322120966659,-0.051846387487241574,-1.0,-1.0,1.0,1
-0.8434187487094624,-0.11055927747390282,-1.0,1.0,1.0,1
-0.4190977840108787,-0.38398137942472943,-1.0,-1.0,-1.0,1
0.5178122541015224,-0.19332541011471382,-1.0,1.0,1.0,0
-0.7949860966308058,-0.20644499011741502,-1.0,-1.0,-1.0,1
0.9885471714645546,-0.565520345591846,-1.0,-1.0,1.0,0
0.06806674263704293,-0.8197361539354953,1.0,-1.0,1.0,0
0.3259937711822949,0.16287811480303405,1.0,-1.0,1.0,1
0.3731334553033747,0.024328939859603826,-1.0,1.0,-1.0,1
-0.1413883472876456,0.014655512095639756,1.0,1.0,-1.0,1
0.9679239976279774,-0.9890089844489949,1.0,1.0,-1.0,0
0.33359987158895765,-0.6607707680926795,1.0,-1.0,-1.0,0
-0.10280766525203566,-0.7187648594543053,1.0,-1.0,-1.0,1
0.7958390745759687,0.43326896202259424,-1.0,-1.0,1.0,1
0.23848581894812737,0.6180836281917381,1.0,-1.0,1.0,1
-0.12660581253088576,0.5107566124073852,-1.0,-1.0,-1.0,0
0.9606520863785497,-0.09355164844068053,1.0,1.0,1.0,0
0.6671406377773106,-0.7623312085559752,-1.0,-1.0,1.0,0
0.8660252536200574,-0.01651289230071018,1.0,1.0,-1.0,0
0.5289223735444903,-0.5830334511750199,1.0,-1.0,-1.0,0
